City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
664,Rudolfov,CZ,52.79,overcast clouds,48.9934,14.5418,A3 Hotel
667,Torrington,US,55.69,overcast clouds,41.8007,-73.1212,Days Inn by Wyndham Torrington
668,Bolshoy Lug,RU,30.38,overcast clouds,52.0779,104.0919,Metallurg
669,Orcopampa,PE,45.25,light rain,-15.2661,-72.3417,Happy Wasi
670,Sarlat-La-Caneda,FR,58.86,overcast clouds,44.889,1.2166,Hotel Plaza Madeleine À Sarlat
672,Urumqi,CN,34.75,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
673,Parkersburg,US,59.58,overcast clouds,39.2667,-81.5615,The Blennerhassett Hotel
674,Novodolinskiy,KZ,19.98,clear sky,49.705,72.7047,Дубовая аллея Зелентрест
676,Nome,US,35.67,clear sky,64.5011,-165.4064,Dredge 7 Inn
677,Hami,CN,42.22,clear sky,42.8,93.45,Laoyutang Resort
680,Huarmey,PE,68.0,scattered clouds,-10.0681,-78.1522,Hotel Miramar
681,Yulara,AU,64.62,few clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
